Data;nivel;origem;Liste o (s) grupo (s) de pesquisa do qual faz parte e indique se é líder ou participante.;Infra_1_Infraestrutura das salas de aula;Infra_2_Disponibilidade de recursos didáticos adequados;Infra_3_Acervo da Biblioteca física e digital;Infra_4_Disponibilidade de acesso à Internet;Infra_5_Adequação dos laboratórios às atividades de pesquisa;Infra_6_Acessibilidade;Infra_7_Disponibilidade de sala multimídia com recursos para atividades via videoconferência;Infra_8_Página do Programa com informações;Gestão_1_Atuação da coordenação do programa;Gestão_2_Qualidade do atendimento prestado pela secretaria/funcionários;Gestão_3_Comunicação e relacionamento da secretaria com os docentes;Gestão_4_Horário de atendimento da coordenação e secretaria do Programa;Gestão_5_Comunicação e relacionamento dos discentes com a gestão colegiada interna do programa, com a direção do IMS;Gestão_6_Regularidade das reuniões do Colegiado do Programa;Gestão_7_Utilização, aplicação equitativa e transparência na aplicação dos recursos do Programa de Apoio à Pós-graduação (PROAP);Gestão_8_Articulação, aderência e atualização das áreas de concentração com as linhas de pesquisa do Programa;Gestão_9_Atualização e organização das disciplinas do programa;Gestão_10_Interdisciplinaridade entre as disciplinas do programa;Gestão_11_Adequação das ementas das disciplinas à natureza do programa;Gestão_12_Adequação da carga horária das disciplinas;Gestão_13_Distribuição da carga horária total do programa;Gestão_14_Cumprimento dos objetivos e missão do Programa;Gestão_15_Organização do processo de orientação de Dissertações;Gestão_16_Atendimento do programa às expectativas do docente;Gestão_17_Articulação de ensino de graduação e pós-graduação;Aval_disc_1_Processo de seleção discente;Aval_disc_2_Quantidade de discentes no Programa;Aval_disc_3_Assiduidade dos discentes às aulas;Aval_disc_4_Pontualidade dos discentes às aulas;Aval_disc_5_Participação dos discentes nas atividades da Pós-Graduação;Aval_disc_6_Relacionamento dos discentes com os docentes;Aval_disc_7_Dedicação dos discentes às leituras sugeridas pelos docentes;Aval_disc_8_Motivação dos discentes para fazer o curso de mestrado;Aval_disc_9_Qualidade dos trabalhos e avaliações apresentados pelos discentes;Elab_dissert_1_Tempo que os seus orientandos disponibilizaram para elaboração da dissertação;Elab_dissert_2_Relacionamento orientanda(o)/orientadora (o);Elab_dissert_3_Qualidade das dissertações dos discentes do Programa;Elab_dissert_4_Motivação dos discentes à publicação das dissertações;Pesquisa_1_Aderência do tema de pesquisa do discente à temática do grupo de pesquisa;Pesquisa_2_Articulação, aderência e atualização dos grupos de pesquisa com as linhas de pesquisa do Programa;Pesquisa_3_Pontualidade dos discentes às reuniões do grupo de pesquisa;Pesquisa_4_Assiduidade dos discentes às reuniões do grupo de pesquisa;Pesquisa_5_Visibilidade dos grupos de pesquisa do programa;Pesquisa_6_Regularidade de reuniões do grupo de pesquisa do qual faz parte;Pesquisa_7_Relação de interdisciplinaridade dos grupos de pesquisa do programa;Pesquisa_8_Padrão de internacionalização dos grupos de pesquisa;Pesquisa_9_Relação dos grupos de pesquisas com as atividades de extensão;Pesquisa_10_Ações de inovação tecnológica e geração de patentes no programa;Pesquisa_11_Dedicação dos docentes a formação de parcerias e captação de recursos para a pesquisa;Internac_1_Parcerias internacionais estabelecidas pelo programa;Internac_2_Dedicação dos docentes à internacionalização;Internac_3_Publicação docente-discente de artigos em periódicos com fator de impacto e/ou indexados em bases de dados (Scopus, Web of science, etc);Internac_4_Publicação docente-discente de artigos em periódicos com qualis A;Internac_5_Publicação docente-discente de artigos em coautoria internacional;Internac_6_Publicação docente-discente de livros e/ou capítulos de livros;Internac_7_Presença de ações de fomento com impacto social no programa;Internac_8_Ações de integração e cooperação com outros programas e centros de pesquisa e desenvolvimento profissional;Internac_9_Produtos ou patentes com inserção no mercado;Autoav_docente_1_Motivação para fazer parte do Programa;Autoav_docente_2_Qualidade, interdisciplinaridade e atualidade das pesquisas realizadas por você;Autoav_docente_3_Inserção de suas pesquisas em grupo de pesquisa cadastrado;Autoav_docente_4_Aderência de suas orientações ao (s) grupo (s) de pesquisa do (s) qual (is) participa;Autoav_docente_5_Aderência de seu (s) grupo (s) de pesquisa à linha de pesquisa da  qual faz parte;Autoav_docente_6_Regularidade e produtividade das reuniões do grupo de pesquisa;Autoav_docente_7_Produtividade e publicações conjuntas dos integrantes de seu grupo de pesquisa;Autoav_docente_8_Interlocução externa (nacional e internacional) de seu grupo de pesquisa;Autoav_docente_9_Qualidade dos planos de curso apresentados por você;Autoav_docente_10_Planejamento e organização didática das suas atividades;Autoav_docente_11_Formas e critérios de avaliação utilizados por você;Autoav_docente_12_Adequação e atualidade da bibliografia utilizada por você;Autoav_docente_13_Relacionamento com a turma;Autoav_docente_14_Clareza na exposição/orientação dos conteúdos;Autoav_docente_15_Assiduidade/pontualidade às atividades didáticas e de pesquisa;Autoav_docente_16_Disponibilidade em ministrar componentes curriculares no mestrado;Autoav_docente_17_Dedicação aos componentes ministrados;Autoav_docente_18_Orientação na elaboração da Dissertação/Produto;Autoav_docente_19_Tempo que disponibiliza para seus orientandos;Autoav_docente_20_Interlocução entre aulas e pesquisas;Autoav_docente_21_Disponilidade em compor comissões do mestrado;Autoav_docente_22_Disponibilidade em colaborar em atividades diversas do mestrado que são solicitadas;Quais os principais motivos de desestímulo por parte dos docentes do programa;Aponte sugestões e críticas a este instrumento de autoavaliação;O espaço abaixo é destinado a observações e/ou comentários!
12/12/2022 16:11:18;;;EPIDEMIOLOGIA E SAÚDE COLETIVA ;Alto;Alto;Alto;Alto;Alto;Alto;Médio;Médio;Alto;Baixo;Baixo;Alto;Médio;Muito Alto;Baixo;Alto;Alto;Alto;Alto;Alto;Alto;Médio;Alto;Médio;Médio;Alto;Médio;Alto;Alto;Alto;Muito Alto;Baixo;Alto;Médio;Alto;Alto;Alto;Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Alto;Médio;Alto;Baixo;Baixo;Baixo;Médio;Baixo;Baixo;Médio;Baixo;Baixo;Alto;Médio;Baixo;Não Sabe/Não se Aplica;Alto;Alto;Alto;Alto;Alto;Médio;Médio;Médio;Alto;Alto;Médio;Muito Alto;Muito Alto;Alto;Alto;Alto;Alto;Alto;Médio;Alto;Médio;Médio;8.1 Falta de apoio financeiro para a pesquisa, Tempo;Null;Null
12/12/2022 19:35:46;;;Nesc, Germinal;Alto;Alto;Médio;Alto;Alto;Baixo;Alto;Alto;Alto;Médio;Alto;Médio;Muito Alto;Muito Alto;Alto;Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Médio;Alto;Alto;Alto;Alto;Alto;Muito Alto;Alto;Alto;Alto;Médio;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Alto;Alto;Alto;Alto;Alto;Médio;Médio;Alto;Alto;Médio;Médio;Médio;Alto;Médio;Médio;Médio;Médio;Médio;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Médio;Alto;Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Alto;Alto;Alto;Médio;Alto;Elevada carga horária na graduacao;Socialização com a comunidade acadêmica do mestrado no formato de relatórios e exposição dialogada.;
12/13/2022 9:28:17;;;Observatório de Saúde Urbana de Vitória da Conquista ;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Muito Alto;Alto;Alto;Muito Alto;Alto;Alto;Médio;Muito Alto;Muito Alto;Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;8.1 Falta de apoio financeiro para a pesquisa, 8.7 Fatores associados a saúde mental, Falta de apoio financeiro para congressos, publicação de artigos, tradução ;Excelente trabalho e iniciativa!;
12/13/2022 10:48:35;;;Observatório de Saúde Urbana de Vitória da Conquista-participante ;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Baixo;Muito Alto;Médio;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Médio;Médio;Médio;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Alto;Alto;Médio;Médio;Alto;Médio;Médio;Baixo;Baixo;Muito Alto;Médio;Muito Baixo;Baixo;Alto;Baixo;Muito Baixo;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Muito Alto;Alto;Alto;Alto;Alto;Muito Alto;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Alto;Alto;Alto;Alto;8.1 Falta de apoio financeiro para a pesquisa;Nada a declarar;
12/14/2022 18:00:34;;;Saúde coletiva partic.;Alto;Alto;Médio;Alto;Alto;Médio;Alto;Alto;Alto;Alto;Alto;Alto;Alto;Alto;Médio;Alto;Médio;Médio;Alto;Alto;Alto;Alto;Alto;Alto;Médio;Alto;Alto;Médio;Médio;Médio;Alto;Alto;Alto;Alto;Médio;Médio;Alto;Médio;Médio;Médio;Médio;Alto;Médio;Baixo;Médio;Baixo;Baixo;Baixo;Médio;Médio;Baixo;Médio;Médio;Médio;Baixo;Baixo;Médio;Baixo;Médio;Médio;Alto;Médio;Médio;Baixo;Médio;Baixo;Alto;Alto;Alto;Alto;Alto;Alto;Alto;Médio;Alto;Alto;Alto;Alto;Alto;Alto;8.1 Falta de apoio financeiro para a pesquisa, 8.7 Fatores associados a saúde mental, 8.8 Nível de exigência da agência de regulação (CAPES);Acréscimo de aspectos da relação orientador / orientando;
12/17/2022 9:43:54;;;Observatório Baiano de Redes de Atenção à Saúde (líder);Médio;Médio;Alto;Alto;Alto;Baixo;Alto;Médio;Alto;Alto;Alto;Alto;Alto;Muito Alto;Alto;Alto;Alto;Médio;Alto;Alto;Alto;Alto;Alto;Muito Alto;Alto;Alto;Médio;Muito Alto;Muito Alto;Alto;Muito Alto;Médio;Médio;Alto;Baixo;Alto;Médio;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Médio;Muito Alto;Médio;Baixo;Médio;Muito Baixo;Muito Alto;Médio;Baixo;Alto;Alto;Baixo;Alto;Médio;Alto;Baixo;Muito Alto;Médio;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Médio;Alto;Alto;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;8.1 Falta de apoio financeiro para a pesquisa, 8.8 Nível de exigência da agência de regulação (CAPES), Baixa disponibilidade de tempo dos discentes para produção da dissertação;"Gostei muito. Às vezes, fico sem clareza de como julgar aspectos gerais do Programa. Talvez um glossário que descreve o que significa cada aspecto da avaliação e o que significa ""muito alto"" e ""alto"", por exemplo.";Parabéns pelo desenvolvimento do instrumento avaliativo. Sugiro expor os resultados em reunião com os docentes para debatermos os resultados e pensarmos as estratégias de superação dos desafios.
12/27/2022 11:35:33;;;Núcleo de Investigação em Saúde Materno Infantil - CCS/UFRB;Alto;Alto;Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Médio;Muito Alto;Alto;Alto;Baixo;Médio;Alto;Alto;Alto;Alto;Alto;Alto;Alto;Alto;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Médio;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Médio;Alto;Alto;Alto;Alto;Alto;Alto;Alto;Baixo;Médio;Médio;Médio;Muito Baixo;Baixo;Alto;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Médio;Alto;Baixo;Baixo;Alto;Alto;Muito Baixo;Alto;Médio;Alto;Alto;Alto;Alto;Alto;Baixo;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Baixo;Não Sabe/Não se Aplica;Alto;Médio;Não Sabe/Não se Aplica;Baixo;Baixo;Distância ;Acho que deveria ter uma parte para professores internos e externos ao programa. Por exemplo o tópico 8, sobre os principais motivos de desestímulo, muitos itens não contempla os professores externo. Senti falta na transparência nas reuniões do colegiado. Eu estou participando desde o início do programa, nunca fui convidado para reunião do colegiado. ;Sugiro que as reunião de colegiado todos sejam convidados, isso aproxima principalmente os professores externo ao programa. Enviar as Atas, as decisões tomadas. Participar de etapas no processo seletivo também é importante, como avaliação de projetos de pesquisa. Procurar atividades que os professores externos estejam envolvidos.
12/27/2022 11:47:29;;;Epidemiologia e Saúde Coletiva, Tecnologia em Saúde - participante;Alto;Alto;Alto;Alto;Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Alto;Alto;Alto;Alto;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Alto;Não Sabe/Não se Aplica;Alto;Alto;Alto;Muito Alto;Alto;Alto;Não Sabe/Não se Aplica;Alto;Alto;Médio;Médio;Não Sabe/Não se Aplica;Muito Alto;Médio;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Alto;Muito Alto;Alto;Médio;Alto;Alto;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Alto;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Não Sabe/Não se Aplica;Médio;Médio;Médio;Médio;Médio;Não Sabe/Não se Aplica;Médio;Não Sabe/Não se Aplica;Alto;Alto;Médio;Médio;Alto;Alto;Alto;Médio;Alto;Alto;Alto;Médio;Baixo;Baixo;8.1 Falta de apoio financeiro para a pesquisa, 8.8 Nível de exigência da agência de regulação (CAPES);Sem sugestão ou crítica;sem observação
12/27/2022 20:02:54;;;Epidemiologia e Saúde Coletiva - (participante);Alto;Alto;Muito Alto;Alto;Alto;Baixo;Alto;Baixo;Alto;Médio;Alto;Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Médio;Alto;Muito Alto;Muito Alto;Alto;Médio;Muito Alto;Alto;Alto;Médio;Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Médio;Muito Alto;Muito Alto;Alto;Baixo;Não Sabe/Não se Aplica;Muito Alto;Alto;Médio;Muito Alto;Muito Alto;Baixo;Médio;Médio;Médio;Não Sabe/Não se Aplica;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Médio;Muito Alto;Muito Alto;8.7 Fatores associados a saúde mental, Sobrecarga por outras atividades acadêmicas e administrativas. ;Nada a declarar.;
12/25/2022 16:20:29;;;líder do Grupo de Pesquisa Observatório Baiano de Redes de Atenção à Saúde (OBRAS) (dgp.cnpq.br/dgp/espelhogrupo/9684320673978024);Médio;Médio;Médio;Médio;Médio;Baixo;Alto;Alto;Médio;Baixo;Baixo;Alto;Alto;Alto;Baixo;Muito Baixo;Baixo;Muito Baixo;Médio;Alto;Baixo;Muito Baixo;Baixo;Médio;Baixo;Baixo;Alto;Médio;Baixo;Baixo;Alto;Baixo;Alto;Baixo;Médio;Alto;Médio;Médio;Muito Alto;Muito Alto;Alto;Muito Alto;Médio;Muito Alto;Muito Baixo;Médio;Médio;Muito Baixo;Alto;Médio;Médio;Alto;Baixo;Baixo;Muito Alto;Alto;Alto;Muito Baixo;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;Muito Alto;8.1 Falta de apoio financeiro para a pesquisa, 8.3 Falta de planejamento e organização do curso, 8.5 Infraestrutura precária;Não se aplica;Não se aplica
